n,seconds
1666,0.00182216
1667,0.00170546
1668,0.001812984
1669,0.001784183
1670,0.00184742
1671,0.001736836
1672,0.001816068
1673,0.001945568
1674,0.001986845
1675,0.001856677
1676,0.001934013
1677,0.001760119
1678,0.001789438
1679,0.001811656
1680,0.001755714
1681,0.00175692
1682,0.001895524
1683,0.001777756
1684,0.001734452
1685,0.001743349
1686,0.001731128
1687,0.001807717
1688,0.001783727
1689,0.00178012
1690,0.001709532
1691,0.001745073
1692,0.001704021
1693,0.001832324
1694,0.00168783
1695,0.001881979
1696,0.001808356
1697,0.001719235
1698,0.001744049
1699,0.001765935
1700,0.001738936
1701,0.001878917
1702,0.001759658
1703,0.001786604
1704,0.001771512
1705,0.001874336
1706,0.001700857
1707,0.001790357
1708,0.001755168
1709,0.001816635
1710,0.001798151
1711,0.001746125
1712,0.001734096
1713,0.001772167
1714,0.0018296
1715,0.001750886
1716,0.001750806
1717,0.001763567
1718,0.001767022
1719,0.001776319
1720,0.001737854
1721,0.001753009
1722,0.001765563
1723,0.001857278
1724,0.001768921
1725,0.001800703
1726,0.001818355
1727,0.001757195
1728,0.00181806
1729,0.001785284
1730,0.001785704
1731,0.001774246
1732,0.001754999
1733,0.001729122
1734,0.001788134
1735,0.001807291
1736,0.001865767
1737,0.001851776
1738,0.001927796
1739,0.001752787
1740,0.001802247
1741,0.001757263
1742,0.001831114
1743,0.001755305
1744,0.001786329
1745,0.001735788
1746,0.001764414
1747,0.00176258
1748,0.00177659
1749,0.001824577
1750,0.001820057
1751,0.001773811
1752,0.001858528
1753,0.001755618
1754,0.001821011
1755,0.001781924
1756,0.001859993
1757,0.001795948
1758,0.00184941
1759,0.001838442
1760,0.001871741
1761,0.001946301
1762,0.001863627
1763,0.001878207
1764,0.001853418
1765,0.001961269
1766,0.001855002
1767,0.001961549
1768,0.001783444
1769,0.001881353
1770,0.002040745
1771,0.001841098
1772,0.010348919
1773,0.001901516
1774,0.001775789
1775,0.001797758
1776,0.001849732
1777,0.001845438
1778,0.001899728
1779,0.001839672
1780,0.001867579
1781,0.00183404
1782,0.00189243
1783,0.00185302
1784,0.001825904
1785,0.001816523
1786,0.001999601
1787,0.001865117
1788,0.001855693
1789,0.001831416
1790,0.00190034
1791,0.008878362
1792,0.001962303
1793,0.001857794
1794,0.001807336
1795,0.001826064
1796,0.001901828
1797,0.001899423
1798,0.001893135
1799,0.001879383
1800,0.001976294
1801,0.00951515
1802,0.001917184
1803,0.001933376
1804,0.001872413
1805,0.001965247
1806,0.001845378
1807,0.001930339
1808,0.001855695
1809,0.001962522
1810,0.001864476
1811,0.001906484
1812,0.001917465
1813,0.001918192
1814,0.001858718
1815,0.001994382
1816,0.00186975
1817,0.001925895
1818,0.001843301
1819,0.001955129
1820,0.001888603
1821,0.001972053
1822,0.001856877
1823,0.001855734
1824,0.001877057
1825,0.00193289
1826,0.001960954
1827,0.001904604
1828,0.001933915
1829,0.001871021
1830,0.001978047
1831,0.001975345
1832,0.001924119
1833,0.002011716
1834,0.002065943
1835,0.001960172
1836,0.001964543
1837,0.00205514
1838,0.00186603
1839,0.001939919
1840,0.00225722
1841,0.001969695
1842,0.001947193
1843,0.001947484
1844,0.002064641
1845,0.001899413
1846,0.001997534
1847,0.001969379
1848,0.001982995
1849,0.001980975
1850,0.001967128
1851,0.001956896
1852,0.001942753
1853,0.002004208
1854,0.001921134
1855,0.002022882
1856,0.001919799
1857,0.002005858
1858,0.001981275
1859,0.001928119
1860,0.001963327
1861,0.001960788
1862,0.001989825
1863,0.002013809
1864,0.001965473
1865,0.001905624
1866,0.002055213
1867,0.001943517
1868,0.002009946
1869,0.0019647
1870,0.001960667
1871,0.002003893
1872,0.002032105
1873,0.002035821
1874,0.001948046
1875,0.001964902
1876,0.001915156
1877,0.002119771
1878,0.002109152
1879,0.002092812
1880,0.00217632
1881,0.001986701
1882,0.002068726
1883,0.002267979
1884,0.002002781
1885,0.002133464
1886,0.002329649
1887,0.002190633
1888,0.001996444
1889,0.001991854
1890,0.002042007
1891,0.002046268
1892,0.002073825
1893,0.00215597
1894,0.002032012
1895,0.002150559
1896,0.002203475
1897,0.002157043
1898,0.002144337
1899,0.002144455
1900,0.002184126
1901,0.002041979
1902,0.002006475
1903,0.002327615
1904,0.002004661
1905,0.002057662
1906,0.002097688
1907,0.002034105
1908,0.002020065
1909,0.001974067
1910,0.001964443
1911,0.002037635
1912,0.002071986
1913,0.00200899
1914,0.002121346
1915,0.002087283
1916,0.002030817
1917,0.002038391
1918,0.002109242
1919,0.002142483
1920,0.002182278
1921,0.002173804
1922,0.002056986
1923,0.002108207
1924,0.001984235
1925,0.002044853
1926,0.00200526
1927,0.001984798
1928,0.002000116
1929,0.002090412
1930,0.002118225
1931,0.002032978
1932,0.002150466
1933,0.002085906
1934,0.002132633
1935,0.002148758
1936,0.002123594
1937,0.002146837
1938,0.002140094
1939,0.002052444
1940,0.00204912
1941,0.002123553
1942,0.002061064
1943,0.002038675
1944,0.002035547
1945,0.002064176
1946,0.00220946
1947,0.002183354
1948,0.002375663
1949,0.002073712
1950,0.00215095
1951,0.002314743
1952,0.002217165
1953,0.002483772
1954,0.002150619
1955,0.002263156
1956,0.00216434
1957,0.002393413
1958,0.002073893
1959,0.002147307
1960,0.00216819
1961,0.002193661
1962,0.002116351
1963,0.002123852
1964,0.002067625
1965,0.002095284
1966,0.002210876
1967,0.002150757
1968,0.002180644
1969,0.002152528
1970,0.002171975
1971,0.002081687
1972,0.002236566
1973,0.00218151
1974,0.002237744
1975,0.002073963
1976,0.002203213
1977,0.002172367
1978,0.002145578
1979,0.002109577
1980,0.002194533
1981,0.002148339
1982,0.00211291
1983,0.002191256
1984,0.002170995
1985,0.002231007
1986,0.002189196
1987,0.002217993
1988,0.002233853
1989,0.002104137
1990,0.0021894
1991,0.0022164
1992,0.002115767
1993,0.00215319
1994,0.002139405
1995,0.002214886
1996,0.002121995
1997,0.002156965
1998,0.002251834
1999,0.002173758
2000,0.002230939
